,Response
1030,before they would just fight and he would call
1031,they would just fight and he would call her
1032,would just fight and he would call her crazy
1033,before they would just fight and he would call her
1034,they would just fight and he would call her crazy
1035,before they would just fight and he would call her crazy
1036,now
1037,she
1038,asks
1039,me
1040,if
1041,it
1042,ok
1043,he
1044,didn
1045,say
1046,please
1047,when
1048,said
1049,hand
1050,the
1051,remote
1052,now she
1053,she asks
1054,asks me
1055,me if
1056,if it
1057,it ok
1058,ok he
1059,he didn
1060,didn say
1061,say please
1062,please when
1063,when he
1064,he said
1065,said hand
1066,hand me
1067,me the
1068,the remote
1069,now she asks
1070,she asks me
1071,asks me if
1072,me if it
1073,if it ok
1074,it ok he
1075,ok he didn
1076,he didn say
1077,didn say please
1078,say please when
1079,please when he
1080,when he said
1081,he said hand
1082,said hand me
1083,hand me the
1084,me the remote
1085,now she asks me
1086,she asks me if
1087,asks me if it
1088,me if it ok
1089,if it ok he
1090,it ok he didn
1091,ok he didn say
1092,he didn say please
1093,didn say please when
1094,say please when he
1095,please when he said
1096,when he said hand
1097,he said hand me
1098,said hand me the
1099,hand me the remote
1100,now she asks me if
1101,she asks me if it
1102,asks me if it ok
1103,me if it ok he
1104,if it ok he didn
1105,it ok he didn say
1106,ok he didn say please
1107,he didn say please when
1108,didn say please when he
1109,say please when he said
1110,please when he said hand
1111,when he said hand me
1112,he said hand me the
1113,said hand me the remote
1114,now she asks me if it
1115,she asks me if it ok
1116,asks me if it ok he
1117,me if it ok he didn
1118,if it ok he didn say
1119,it ok he didn say please
1120,ok he didn say please when
1121,he didn say please when he
1122,didn say please when he said
1123,say please when he said hand
1124,please when he said hand me
1125,when he said hand me the
1126,he said hand me the remote
1127,now she asks me if it ok
1128,she asks me if it ok he
1129,asks me if it ok he didn
1130,me if it ok he didn say
1131,if it ok he didn say please
1132,it ok he didn say please when
1133,ok he didn say please when he
1134,he didn say please when he said
1135,didn say please when he said hand
1136,say please when he said hand me
1137,please when he said hand me the
1138,when he said hand me the remote
